issuer_did,author_did,schema_name,version,tag,rev_reg_def,rev_reg_entry,details
4xE68b6S5VRFrKMMG1U95M,4xE68b6S5VRFrKMMG1U95M,Practicing Certificate,1.0.0,default,TRUE,TRUE,
4xE68b6S5VRFrKMMG1U95M,4xE68b6S5VRFrKMMG1U95M,Member Card,1.4.0,default,TRUE,TRUE,
4xE68b6S5VRFrKMMG1U95M,4xE68b6S5VRFrKMMG1U95M,Member Card,1.5.0,default,TRUE,TRUE,
4xE68b6S5VRFrKMMG1U95M,4xE68b6S5VRFrKMMG1U95M,Member Card,1.5.1,default,TRUE,TRUE,
